"","V1","V2","V3","V4","V5","V6"
"1",2800,0.3,0.78125,0.784313725490196,0.769230769230769,0.474313433481667
"2",2800,1,0.921875,1,0.615384615384615,0.748625113417631
"3",2800,3,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"4",2800,10,0.9375,1,0.692307692307692,0.801222841635236
"5",2800,30,0.9375,1,0.692307692307692,0.801222841635236
"6",2800,100,0.9375,1,0.692307692307692,0.801222841635236
"7",2750,0.3,0.78125,0.784313725490196,0.769230769230769,0.474313433481667
"8",2750,1,0.90625,1,0.538461538461538,0.694104730223198
"9",2750,3,0.9375,1,0.692307692307692,0.801222841635236
"10",2750,10,0.90625,1,0.538461538461538,0.694104730223198
"11",2750,30,0.90625,1,0.538461538461538,0.694104730223198
"12",2750,100,0.90625,1,0.538461538461538,0.694104730223198
"13",2700,0.3,0.796875,0.803921568627451,0.769230769230769,0.497491306897695
"14",2700,1,0.90625,1,0.538461538461538,0.694104730223198
"15",2700,3,0.921875,1,0.615384615384615,0.748625113417631
"16",2700,10,0.90625,1,0.538461538461538,0.694104730223198
"17",2700,30,0.90625,1,0.538461538461538,0.694104730223198
"18",2700,100,0.90625,1,0.538461538461538,0.694104730223198
"19",2650,0.3,0.78125,0.784313725490196,0.769230769230769,0.474313433481667
"20",2650,1,0.90625,1,0.538461538461538,0.694104730223198
"21",2650,3,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"22",2650,10,0.921875,1,0.615384615384615,0.748625113417631
"23",2650,30,0.921875,1,0.615384615384615,0.748625113417631
"24",2650,100,0.921875,1,0.615384615384615,0.748625113417631
"25",2600,0.3,0.796875,0.803921568627451,0.769230769230769,0.497491306897695
"26",2600,1,0.90625,1,0.538461538461538,0.694104730223198
"27",2600,3,0.90625,1,0.538461538461538,0.694104730223198
"28",2600,10,0.90625,1,0.538461538461538,0.694104730223198
"29",2600,30,0.90625,1,0.538461538461538,0.694104730223198
"30",2600,100,0.90625,1,0.538461538461538,0.694104730223198
