"","V1","V2","V3","V4","V5","V6"
"1",2850,0.1,0.734375,0.764705882352941,0.615384615384615,0.329915287732156
"2",2850,1,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"3",2850,10,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"4",2850,100,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"5",2900,0.1,0.734375,0.764705882352941,0.615384615384615,0.329915287732156
"6",2900,1,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"7",2900,10,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"8",2900,100,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"9",2950,0.1,0.734375,0.764705882352941,0.615384615384615,0.329915287732156
"10",2950,1,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"11",2950,10,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"12",2950,100,0.921875,0.980392156862745,0.692307692307692,0.745385971021943
"13",3000,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"14",3000,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"15",3000,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"16",3000,100,0.53125,0.490196078431373,0.692307692307692,0.147501210680268
"17",3050,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"18",3050,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"19",3050,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"20",3050,100,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"21",3100,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"22",3100,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"23",3100,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"24",3100,100,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"25",3150,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"26",3150,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"27",3150,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"28",3150,100,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"29",3200,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"30",3200,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"31",3200,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"32",3200,100,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"33",3250,0.1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"34",3250,1,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"35",3250,10,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"36",3250,100,0.5625,0.529411764705882,0.692307692307692,0.178493643098526
"37",3300,0.1,0.546875,0.509803921568627,0.692307692307692,0.162947592499548
"38",3300,1,0.546875,0.509803921568627,0.692307692307692,0.162947592499548
"39",3300,10,0.546875,0.509803921568627,0.692307692307692,0.162947592499548
"40",3300,100,0.546875,0.529411764705882,0.615384615384615,0.116510345607093
"41",3350,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"42",3350,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"43",3350,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"44",3350,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"45",3400,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"46",3400,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"47",3400,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"48",3400,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"49",3450,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"50",3450,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"51",3450,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"52",3450,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"53",3500,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"54",3500,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"55",3500,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"56",3500,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"57",3550,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"58",3550,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"59",3550,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"60",3550,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"61",3600,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"62",3600,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"63",3600,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"64",3600,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"65",3650,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"66",3650,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"67",3650,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"68",3650,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"69",3700,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"70",3700,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"71",3700,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"72",3700,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"73",3750,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"74",3750,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"75",3750,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"76",3750,100,0.5625,0.549019607843137,0.615384615384615,0.132352429236322
"77",3800,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"78",3800,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"79",3800,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"80",3800,100,0.546875,0.529411764705882,0.615384615384615,0.116510345607093
"81",3850,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"82",3850,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"83",3850,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"84",3850,100,0.546875,0.529411764705882,0.615384615384615,0.116510345607093
"85",3900,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"86",3900,1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"87",3900,10,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
"88",3900,100,0.546875,0.529411764705882,0.615384615384615,0.116510345607093
"89",3950,0.1,0.578125,0.549019607843137,0.692307692307692,0.194183909345154
