"","V1","V2","V3","V4","V5","V6"
"1",1500,1,0.859375,1,0.307692307692308,0.511408311956759
"2",1550,1,0.859375,1,0.307692307692308,0.511408311956759
"3",1600,1,0.859375,1,0.307692307692308,0.511408311956759
"4",1650,1,0.859375,1,0.307692307692308,0.511408311956759
"5",1700,1,0.875,1,0.384615384615385,0.576597039554894
"6",1750,1,0.875,1,0.384615384615385,0.576597039554894
"7",1800,1,0.890625,1,0.461538461538462,0.637052230014603
"8",1850,1,0.890625,1,0.461538461538462,0.637052230014603
"9",1900,1,0.890625,1,0.461538461538462,0.637052230014603
"10",1950,1,0.875,1,0.384615384615385,0.576597039554894
"11",2000,1,0.875,1,0.384615384615385,0.576597039554894
"12",2050,1,0.875,1,0.384615384615385,0.576597039554894
"13",2100,1,0.875,1,0.384615384615385,0.576597039554894
"14",2150,1,0.890625,1,0.461538461538462,0.637052230014603
"15",2200,1,0.890625,1,0.461538461538462,0.637052230014603
"16",2250,1,0.890625,1,0.461538461538462,0.637052230014603
"17",2300,1,0.890625,1,0.461538461538462,0.637052230014603
"18",2350,1,0.890625,1,0.461538461538462,0.637052230014603
"19",2400,1,0.890625,1,0.461538461538462,0.637052230014603
"20",2450,1,0.890625,1,0.461538461538462,0.637052230014603
"21",2500,1,0.890625,1,0.461538461538462,0.637052230014603
"22",2550,1,0.890625,1,0.461538461538462,0.637052230014603
"23",2600,1,0.890625,1,0.461538461538462,0.637052230014603
"24",2650,1,0.890625,1,0.461538461538462,0.637052230014603
"25",2700,1,0.875,1,0.384615384615385,0.576597039554894
"26",2750,1,0.875,1,0.384615384615385,0.576597039554894
"27",2800,1,0.890625,1,0.461538461538462,0.637052230014603
